Wav_path,Txt_path,Prompts
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0020.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0020.txt,glow
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0123.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0123.txt,select
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0009.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0009.txt,ship
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0195.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0195.txt,lip
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0045.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0045.txt,She had your dark suit in greasy wash water all year
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0140.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0140.txt,of
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0063.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0063.txt,knee
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0376.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0376.txt,pretty
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0129.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0129.txt,know
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0087.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0087.txt,trade
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0247.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0247.txt,play
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0385.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0385.txt,echo
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0300.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0300.txt,The museum hires musicians every evening
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0379.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0379.txt,"When all else fails, use force"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0326.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0326.txt,lair
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0368.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0368.txt,Aluminum silverware can often be flimsy
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0234.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0234.txt,rock
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0169.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0169.txt,were
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0111.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0111.txt,You wished to know all about my grandfather
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0280.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0280.txt,spit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0172.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0172.txt,near
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0024.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0024.txt,bug
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0038.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0038.txt,rate
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0184.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0184.txt,The train approached the depot slowly
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0398.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0398.txt,Each one volunteered to jump first
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0245.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0245.txt,"If you destroy confidence in banks, you do something to the economy, he said"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0322.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0322.txt,blow
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0215.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0215.txt,air
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0235.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0235.txt,boot
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0088.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0088.txt,car
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0314.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0314.txt,spark
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0358.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0358.txt,witch
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0410.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0410.txt,Beg that guard for one gallon of gas
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0330.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0330.txt,hat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0203.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0203.txt,snoop
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0261.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0261.txt,park
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0106.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0106.txt,jacket
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0248.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0248.txt,sigh
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0270.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0270.txt,hotel
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0113.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0113.txt,rake
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0124.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0124.txt,prior
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0342.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0342.txt,take
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0301.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0301.txt,The dolphins swam around our boat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0308.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0308.txt,bitten
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0189.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0189.txt,whoop
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0182.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0182.txt,I scrubbed the floors thoroughly
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0150.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0150.txt,deer
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0061.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0061.txt,bubble
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0397.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0397.txt,down
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0127.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0127.txt,urgent
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0293.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0293.txt,tell
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0031.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0031.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0402.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0402.txt,right
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0058.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0058.txt,train
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0162.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0162.txt,Bright sunshine shimmers on the ocean
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0418.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0418.txt,left
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0239.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0239.txt,side
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0039.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0039.txt,range
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0136.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0136.txt,sleep
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0303.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0303.txt,Day after day some new episode is reported
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0329.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0329.txt,He wrapped the package hastily
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0216.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0216.txt,slip
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0048.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0048.txt,jagged
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0156.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0156.txt,hate
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0271.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0271.txt,I expect we'll bounce back this week
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0068.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0068.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0305.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0305.txt,vat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0054.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0054.txt,store
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0112.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0112.txt,bit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0254.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0254.txt,witty
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0055.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0055.txt,read
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0337.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0337.txt,foxtrot
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0085.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0085.txt,meat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0190.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0190.txt,sprinkle
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0097.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0097.txt,horn
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0419.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0419.txt,tin
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0007.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0007.txt,race
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0146.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0146.txt,gnaw
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0298.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0298.txt,oscar
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0168.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0168.txt,This was easy for us
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0081.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0081.txt,warm
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0107.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0107.txt,The quick brown fox jumps over the lazy dog
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0400.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0400.txt,We bought a brown chair
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0145.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0145.txt,suit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0346.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0346.txt,Nothing has been done yet to take advantage of the enabling legislation
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0309.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0309.txt,sell
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0188.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0188.txt,tile
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0277.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0277.txt,This is not a program of socialized medicine
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0387.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0387.txt,quebec
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0288.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0288.txt,pit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0099.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0099.txt,"he dresses himself in an ancient black frock coat,"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0161.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0161.txt,bad
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0049.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0049.txt,up
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0059.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0059.txt,park
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0241.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0241.txt,The humidity is overwhelming there
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0174.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0174.txt,cheer
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0071.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0071.txt,sticks
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0102.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0102.txt,"When he speaks, his voice is just a bit cracked and quivers a trifle"
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0266.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0266.txt,and
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0224.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0224.txt,peer
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0394.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0394.txt,victor
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0120.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0120.txt,three
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0057.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0057.txt,usually minus several buttons
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0064.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0064.txt,chair
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0067.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0067.txt,sip
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0222.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0222.txt,Nothing is as offensive as innocence
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0390.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0390.txt,sit
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0307.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0307.txt,november
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0041.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0041.txt,pat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0192.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0192.txt,Where were you while we were away?
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0421.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0421.txt,we have an excellent team
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0075.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0075.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0070.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0070.txt,one
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0092.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0092.txt,share
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0361.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0361.txt,Both injuries were to the same leg
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0076.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0076.txt,beat
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0412.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0412.txt,Ned
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0311.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0311.txt,top
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0151.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0151.txt,Are your grades higher or lower than Nancy's?
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0207.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0207.txt,single
archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/wav_headMic/0166.wav,archive/Dysarthria and Non Dysarthria/Torgo/M/M03/Session2/prompts/0166.txt,The islands are sparsely populated
